time,pr,tas,bucket_mrro,google_mrro,google_dis,bucket_snw
2005-04-13,0.0,5.583144,0.7783964253178031,0.1247128300627054,0.360858883283291,0.0
2005-04-14,6.541631,10.686955,0.793415421893589,0.2109368346042117,0.6103496371649646,0.0
2005-04-15,19.997886,10.872178,0.8950221559026783,2.5664339490143817,7.426024158027726,0.0
2005-04-16,0.0,8.951007,0.8876086312786351,1.0214610921949685,2.955616586212293,0.0
2005-04-17,0.0,3.926775,0.8707537245993906,0.6882820174013915,1.9915567633142115,0.0
2005-04-18,0.0,8.082907,0.8582582268162429,0.5778948889199853,1.6721495628471796,0.0
2005-04-19,10.130493,4.125875,0.8913398328119373,1.2174031946320696,3.5225786881714973,0.0
2005-04-20,0.0,5.115766,0.8859917938150657,0.8060793968444457,2.3324056621656415,0.0
2005-04-21,0.0,6.442043,0.875552770033748,0.5483678475836484,1.5867125219434275,0.0
2005-04-22,0.0,1.056189,0.8607576370693522,0.493814823301193,1.428862335940952,0.0
2005-04-23,0.0,5.750775,0.8506063524739124,0.4413644226917768,1.277096130473891,0.0
2005-04-24,0.0,3.481157,0.8367171802044353,0.4055348859264285,1.1734227023334158,0.0
2005-04-25,0.0,4.636068,0.8248503848174689,0.3774925825774744,1.0922817782913032,0.0
2005-04-26,0.281856,4.572726,0.8122008414046059,0.3585922381458672,1.0375932816720697,0.0
2005-04-27,0.0,5.350034,0.8011864211713599,0.3307419969519998,0.9570080930324067,0.0
2005-04-28,0.0,9.934242,0.7882801052269562,0.3302815392623159,0.9556757501803124,0.0
2005-04-29,0.183984,11.1567,0.7720066063579648,0.3281376003396019,0.9494722232048668,0.0
2005-04-30,3.897563,8.130203,0.7673637369708267,0.3674967495688008,1.0633586503726875,0.0
2005-05-01,0.0,3.720876,0.7623375053857282,0.3482092090612454,1.0075497947374,0.0
2005-05-02,0.0,4.382606,0.7511691052339211,0.3076953062830512,0.8903220667912362,0.0
2005-05-03,0.0,7.681226,0.7396454689385843,0.2915323659219027,0.8435542995425426,0.0
2005-05-04,0.0,10.323846,0.7258358129961985,0.2889341128410549,0.8360362061373119,0.0
2005-05-05,3.785167,8.153012,0.7210390011354952,0.3137392358279456,0.9078102888540092,0.0
2005-05-06,0.0,8.77569,0.7161289687442176,0.3110476010675356,0.9000219938296747,0.0
2005-05-07,0.011589,13.172526,0.7018719140868283,0.2893183139453725,0.8371478991474901,0.0
2005-05-08,0.0,14.312191,0.684790434546727,0.2865120255274078,0.8290278516418053,0.0
2005-05-09,0.0,14.909886,0.6672409682674526,0.2731581381734216,0.7903881312888357,0.0
2005-05-10,0.0,17.999089,0.6496927489814748,0.2794313750334254,0.8085398583143096,0.0
2005-05-11,0.0,17.87035,0.6305120814120421,0.2738866074269808,0.7924959705641804,0.0
2005-05-12,0.0,9.155418,0.6119356503922623,0.2547729288622946,0.7371901876802507,0.0
2005-05-13,4.493524,9.142198,0.6143122115302174,0.2919383765632233,0.8447290988519193,0.0
2005-05-14,0.0,10.109904,0.6092939325088775,0.2731098346566085,0.7902483641684275,0.0
2005-05-15,0.0,13.797386,0.5961107651067228,0.2569348376147928,0.7434457106909516,0.0
2005-05-16,0.0,13.175467,0.5809059965339434,0.2489545437194351,0.7203545825215139,0.0
2005-05-17,0.0,11.93405,0.5664344775742982,0.2401799679887872,0.694965185152741,0.0
2005-05-18,8.296962,11.83568,0.5908108026597698,0.4695380440276153,1.3586170255428685,0.0
2005-05-19,0.0,14.170842,0.5842035258281492,0.412213135103876,1.1927463399996414,0.0
2005-05-20,0.0,16.353624,0.5689556630941299,0.3279553678349955,0.9489449300781124,0.0
2005-05-21,0.663881,15.028815,0.5527731517170904,0.2947470455996637,0.852856034721249,0.0
2005-05-22,0.0,14.708052,0.540073406162451,0.2769435519321916,0.8013412961000915,0.0
2005-05-23,7.710171,15.1304,0.5598563062040552,0.5488298411562198,1.588049308901099,0.0
2005-05-24,0.0,14.478048,0.5515285738298574,0.4645140175141904,1.3440799117887454,0.0
2005-05-25,0.0,13.474133,0.5368288320020964,0.35928638041689,1.0396017951877603,0.0
2005-05-26,0.0,11.644815,0.5230710547983692,0.3153874685487068,0.91257948075436,0.0
2005-05-27,0.0,14.895912,0.5106644751630056,0.2950817144808582,0.8538244053265572,0.0
2005-05-28,0.0,17.709893,0.4967645884078843,0.2790360387781732,0.8073959455386956,0.0
2005-05-29,0.0,18.644051,0.4817305791085185,0.27304125748568,0.7900499348543981,0.0
2005-05-30,0.0,16.586202,0.46664981908564473,0.2691111635589038,0.7786781352977543,0.0
2005-05-31,0.0,17.639077,0.45305120702240875,0.2592978702314141,0.7502831893270084,0.0
2005-06-01,0.0,22.104147,0.4393202620284038,0.2665625194953236,0.7713035865026726,0.0
2005-06-02,0.0,20.976915,0.4238802070093539,0.2600787898855827,0.7525427948078204,0.0
2005-06-03,0.0,19.875794,0.4094798173703459,0.2532602378063586,0.7328131880971025,0.0
2005-06-04,0.0,19.81829,0.3960394728055895,0.2466917274612257,0.7138070817743799,0.0
2005-06-05,0.0,21.537544,0.3830514332652024,0.2449531080325329,0.7087763542608012,0.0
2005-06-06,0.0,22.324432,0.36976528198250713,0.2425549036977869,0.7018371056070225,0.0
2005-06-07,1.040007,19.366076,0.356613306460539,0.242050826934097,0.7003785501565308,0.0
2005-06-08,0.0,18.362076,0.34736511442467033,0.2265401760352858,0.6554981945465448,0.0
2005-06-09,0.0,22.887289,0.33648177172954535,0.2340850471320266,0.6773294187847992,0.0
2005-06-10,0.0,20.463557,0.3242794500408746,0.2286249066726853,0.661530401251983,0.0
2005-06-11,0.0,18.909278,0.3133653800356689,0.2221336512367955,0.6427478334398018,0.0
2005-06-12,6.674607,17.900868,0.33138934348573446,0.3211987886302836,0.929394643027441,0.0
2005-06-13,0.0,21.158117,0.3252644781000999,0.2995768597219594,0.8668311913251143,0.0
2005-06-14,0.0,22.274085,0.31405377784489436,0.2607514297961799,0.7544890908454281,0.0
2005-06-15,0.0,22.160662,0.3028434141660375,0.2455152411693717,0.7104028969021172,0.0
2005-06-16,0.0,23.62461,0.2920668291784293,0.2394109514269971,0.6927400214901536,0.0
2005-06-17,4.090759,23.045501,0.2937493999085394,0.2895822554195959,0.8379116186909604,0.0
2005-06-18,0.0,23.303255,0.28665762424329355,0.2702822742606514,0.782066765800496,0.0
2005-06-19,0.0,27.751264,0.2760931096673525,0.2603838162270477,0.7534253941754854,0.0
2005-06-20,0.0,25.762832,0.2645780594097755,0.2397360210401444,0.6936806164356032,0.0
2005-06-21,0.0,22.153868,0.2541165044704784,0.2287822578745135,0.6619856998683842,0.0
2005-06-22,0.0,20.900407,0.24506879897547698,0.2180482027559449,0.6309265126040073,0.0
2005-06-23,0.0,26.48466,0.23667893900486708,0.2235501192298272,0.646846409808528,0.0
2005-06-24,0.0,22.047071,0.22713707061341354,0.2159248446639239,0.6247825366432984,0.0
2005-06-25,25.882792,25.082035,0.3623770124497104,7.729806355588664,22.36633783445794,0.0
2005-06-26,0.0,25.652764,0.35283135867729076,1.917492404195329,5.54829978065778,0.0
2005-06-27,0.0,28.099372,0.33893885496334614,1.0820845400021284,3.131031655098751,0.0
2005-06-28,0.0,23.736136,0.32469657884987707,0.715209653744715,2.0694723777335504,0.0
2005-06-29,0.0,21.487963,0.31260035660606605,0.589774482290224,1.706523386256435,0.0
2005-06-30,0.0,25.655451,0.3017249964751932,0.5228188965143232,1.5127861588956113,0.0
2005-07-01,0.0,19.501067,0.2898686005271743,0.4619556973884187,1.3366773651285264,0.0
2005-07-02,0.0,19.178513,0.2804219079613985,0.4077456357547504,1.179819547901477,0.0
2005-07-03,0.0,19.526942,0.27138772824322815,0.3600840411945327,1.0419098414193655,0.0
2005-07-04,0.0,24.400322,0.26254898427512596,0.3467031223017258,1.0031919048082345,0.0
2005-07-05,0.0,26.78863,0.2526207429767874,0.3515651899646599,1.0172603876292243,0.0
2005-07-06,0.0,25.537627,0.24242470410269332,0.3263866938478088,0.944405942846669,0.0
2005-07-07,0.0,22.323857,0.23297750262337522,0.3052425013116533,0.8832248301841822,0.0
2005-07-08,0.0,17.090513,0.22471549991175313,0.2809139627847656,0.8128297534281415,0.0
2005-07-09,0.0,21.016589,0.21802172391700722,0.2713978627960145,0.7852947418866161,0.0
2005-07-10,0.0,22.085447,0.21061424636969722,0.261728865665809,0.757317319634864,0.0
2005-07-11,0.0,20.133009,0.20322551825878074,0.2582235969457258,0.7471747596809197,0.0
2005-07-12,0.0,20.916473,0.19653062012523345,0.2521193839974955,0.7295121064742348,0.0
2005-07-13,0.0,18.19385,0.18990017288581215,0.2413517698378342,0.6983558155029925,0.0
2005-07-14,0.0,16.836531,0.18405487024617348,0.2324603902135891,0.6726284439050612,0.0
2005-07-15,0.0,17.332226,0.17866410475408095,0.2286452571209452,0.6615892856508832,0.0
2005-07-16,0.0,19.353723,0.1733447226452631,0.2259239798208057,0.6537152193889054,0.0
2005-07-17,0.0,18.038375,0.16781942092947416,0.2165233782251974,0.6265144045867981,0.0
2005-07-18,0.0,20.128025,0.1627130506179362,0.2150237421738055,0.6221751799010575,0.0
2005-07-19,0.0,23.279617,0.1574106068027228,0.2187848889829524,0.6330581278441911,0.0
2005-07-20,0.0,19.165007,0.1517662512922315,0.21568931702312,0.6241010330530092,0.0
2005-07-21,0.203815,20.319905,0.14699226783364489,0.2126505727301264,0.61530837016819,0.0
2005-07-22,0.0,18.486035,0.14238482265655492,0.2076314610419416,0.6007854775519145,0.0
2005-07-23,0.0,19.217293,0.13802433672962636,0.2047808624026714,0.5925372176003225,0.0
2005-07-24,0.0,19.004905,0.13370019682150036,0.2039928008930758,0.5902569470285759,0.0
2005-07-25,0.0,20.73951,0.12954974111186604,0.1971355445650857,0.5704153488573084,0.0
2005-07-26,3.830373,24.444532,0.1362850102155353,0.2282015405547355,0.6603053835495819,0.0
2005-07-27,0.0,22.56454,0.1329963867594762,0.2203860468932106,0.6376911079085955,0.0
2005-07-28,0.0,18.416997,0.1284045900809,0.2037849959383919,0.5896556595439582,0.0
2005-07-29,0.0,17.943671,0.12453126516687839,0.1951100222130009,0.5645544624218776,0.0
2005-07-30,0.0,18.624425,0.12084416008807143,0.1923153297108371,0.5564679679133018,0.0
2005-07-31,0.0,20.80023,0.1171903100592043,0.1878899903469744,0.5436631665132361,0.0
2005-08-01,0.0,17.972258,0.11339479936165986,0.1806519886511637,0.5227198745693395,0.0
2005-08-02,0.0,16.165261,0.11005849817016379,0.1754742202606962,0.5077379058469221,0.0
2005-08-03,0.0,13.049128,0.10703069879987036,0.166578540164366,0.4819980907533739,0.0
2005-08-04,0.0,16.797627,0.10443156304383924,0.161409833482935,0.4670423422538629,0.0
2005-08-05,3.818192,16.003638,0.1124158193192929,0.1823357770607714,0.5275919475138062,0.0
2005-08-06,0.0,19.593158,0.11076229301225109,0.1828403145893276,0.5290518361959711,0.0
2005-08-07,0.0,22.370284,0.10736632764485528,0.1711617682890676,0.4952597462067927,0.0
2005-08-08,0.0,19.845578,0.10378593508515312,0.1675863865151683,0.4849143128332417,0.0
2005-08-09,0.0,13.085201,0.1005960498262346,0.1589903571701967,0.4600415427378378,0.0
2005-08-10,0.0,15.370709,0.09818791623201299,0.14952732193521,0.4326600750440104,0.0
2005-08-11,0.0,15.955602,0.09562227418447088,0.1428483816104631,0.4133344375302751,0.0
2005-08-12,0.0,16.898285,0.09307595956408103,0.1421368070686668,0.4112754834162813,0.0
2005-08-13,0.0,14.582832,0.09051886898839885,0.137656636685719,0.3983120274471037,0.0
2005-08-14,0.0,17.540614,0.08824442035026567,0.1323324986560692,0.3829065354631633,0.0
2005-08-15,1.068639,19.567033,0.08577999758091476,0.1408228592583782,0.4074735510948444,0.0
2005-08-16,0.0,18.888969,0.08379316285958657,0.1385893783633207,0.4010109327642382,0.0
2005-08-17,0.0,23.447779,0.08135914512308697,0.1394709751407674,0.4035618493656465,0.0
2005-08-18,0.0,20.726787,0.078647401939865,0.1364448250874517,0.3948056281465616,0.0
2005-08-19,0.0,16.221404,0.07623995865201383,0.1301939353234615,0.3767185628572383,0.0
2005-08-20,0.0,17.62081,0.07424152163773133,0.125113541908064,0.3620183504284259,0.0
2005-08-21,0.0,14.29579,0.07220356756117341,0.1207709866318396,0.3494530863189803,0.0
2005-08-22,0.0,15.366882,0.07045512136871612,0.1183968188642836,0.3425833879174874,0.0
2005-08-23,0.0,17.575291,0.06868392002263801,0.1163398109130042,0.3366313973177207,0.0
2005-08-24,0.0,18.76529,0.06682140522934345,0.1159515397190347,0.3355079274277625,0.0
2005-08-25,0.010887,18.765752,0.06494193705830159,0.114633905789816,0.3316953292529399,0.0
2005-08-26,0.0,17.912025,0.06312648077960843,0.1137796477277675,0.3292235177308087,0.0
2005-08-27,0.0,20.287355,0.06141385513763058,0.114036293758275,0.3299661277727866,0.0
2005-08-28,0.0,17.243761,0.059620094199529294,0.1097732972156251,0.3176310683322486,0.0
2005-08-29,0.0,17.193391,0.05805122591163843,0.1073175740667409,0.3105253879245976,0.0
2005-08-30,0.0,20.832365,0.056532146534685426,0.1090538896711024,0.3155494492798102,0.0
2005-08-31,0.0,19.99765,0.054872531630480906,0.1073046726504856,0.3104880574377477,0.0
2005-09-01,0.0,18.160059,0.053309344355166356,0.1049586115397716,0.3036996861683206,0.0
2005-09-02,0.0,17.765787,0.05188451041237896,0.1030427512258569,0.2981561088711138,0.0
2005-09-03,0.0,17.160785,0.05052154837379511,0.100772716318076,0.2915877208277663,0.0
2005-09-04,0.0,13.982156,0.049226826581561266,0.0983669093630368,0.2846264738513797,0.0
2005-09-05,0.0,13.414407,0.04810824937252268,0.0948380648406299,0.2744156968768228,0.0
2005-09-06,0.0,14.988169,0.04704332458591082,0.091510728153068,0.2647879865540163,0.0
2005-09-07,0.0,16.635641,0.04594154629365881,0.0913663551616394,0.2643702406297439,0.0
2005-09-08,0.0,14.250835,0.044804327955489186,0.0901330412029466,0.2608016238511187,0.0
2005-09-09,0.0,18.214353,0.0437919876273553,0.0930301770937092,0.2691845402017048,0.0
2005-09-10,9.305364,18.048375,0.08648994481468926,0.1570235055444158,0.4543504211354623,0.0
2005-09-11,0.0,22.428234,0.0853463344492239,0.1514133861211064,0.4381174366930163,0.0
2005-09-12,0.0,20.842082,0.08285003037339296,0.1314533592912425,0.3803627294306788,0.0
2005-09-13,0.0,17.667913,0.08054845653479824,0.1144999768020227,0.3313078032465935,0.0
2005-09-14,0.0,16.372442,0.07853512998497417,0.1085392153154884,0.3140602295008347,0.0
2005-09-15,0.0,11.853266,0.0766655104545955,0.1005910213724803,0.2910619831379639,0.0
2005-09-16,10.746646,14.449175,0.12761519358782353,0.2045887234534404,0.591981259992594,0.0
2005-09-17,0.0,10.520611,0.12639135690714598,0.1634970983270989,0.4730818817335038,0.0
2005-09-18,0.0,8.554912,0.12402724224225883,0.1301126871187108,0.3764834696721956,0.0
2005-09-19,0.0,9.159151,0.12191509199112183,0.1190483403851772,0.3444685775034062,0.0
2005-09-20,0.0,17.148774,0.11978736791244841,0.1153530061577612,0.3337760594842628,0.0
2005-09-21,0.0,20.307144,0.11693558104553074,0.1142703623103358,0.3306434094627772,0.0
2005-09-22,0.0,24.116732,0.11386915407199878,0.1195894319264567,0.3460342358983124,0.0
2005-09-23,0.0,16.40428,0.11055260955809272,0.1120069316989713,0.3240941310734125,0.0
2005-09-24,0.0,14.434857,0.1080213599689988,0.1068929024483367,0.3092965927324557,0.0
2005-09-25,0.0,10.020104,0.1057261895150056,0.1000619097177235,0.2895309887665612,0.0
2005-09-26,0.0,13.592819,0.10385366799544496,0.0981157925109244,0.2838998625894803,0.0
2005-09-27,0.0,11.640266,0.10173435535866639,0.0963819343191829,0.2788829118031914,0.0
2005-09-28,0.0,10.682129,0.0998203825178993,0.0956772712503806,0.2768439561642958,0.0
2005-09-29,0.0,13.220444,0.09802360480331336,0.0927230005162016,0.2682957190862315,0.0
2005-09-30,0.0,13.755583,0.09607735470823431,0.0896735050429953,0.2594719474623707,0.0
2005-10-01,0.0,6.397809,0.09413928364813794,0.0872655478519135,0.2525044787381758,0.0
2005-10-02,0.0,4.562339,0.09276881113373198,0.0853999109084213,0.2471062236933488,0.0
2005-10-03,4.979865,5.103592,0.10942954904569843,0.1048070198987716,0.3032610529478345,0.0
2005-10-04,0.0,6.414917,0.10877297175142424,0.0979443879806751,0.2834039004070462,0.0
2005-10-05,0.0,7.593875,0.10774249119597896,0.08925513054443,0.2582613731030961,0.0
2005-10-06,0.0,8.649442,0.10610289454365435,0.0886506070398951,0.2565121731478447,0.0
2005-10-07,0.0,11.899763,0.10441304742766964,0.0867083295403148,0.2508921572347072,0.0
2005-10-08,0.0,12.733362,0.10251151416721534,0.0841744299524549,0.2435602718531682,0.0
2005-10-09,0.0,6.335312,0.10059127517014857,0.0826328642982332,0.2390997230851656,0.0
2005-10-10,17.934757,8.696155,0.19478286810591297,0.4787842125988817,1.3853709855291716,0.0
2005-10-11,0.583989,10.935801,0.1936141708972775,0.2329918056926772,0.6741661044348299,0.0
2005-10-12,0.0,12.363627,0.19150815039159336,0.17908108763379,0.5181744433848091,0.0
2005-10-13,0.0,9.500935,0.18803229460196536,0.1435561164450405,0.4153822813803255,0.0
2005-10-14,0.0,10.444662,0.18500839561972476,0.1310652416855617,0.3792397039512783,0.0
2005-10-15,0.0,9.898951,0.1819244470712859,0.1229606948646022,0.3557890476406316,0.0
2005-10-16,0.0,10.656546,0.17897244969204942,0.1202503223329642,0.3479465345282531,0.0
2005-10-17,0.0,6.73229,0.1759875524647213,0.1134475898474818,0.3282627021049821,0.0
2005-10-18,0.0,3.137495,0.17353241138375283,0.1127722621418314,0.3263086288826141,0.0
2005-10-19,8.652062,8.017429,0.21145270844273167,0.1879735423760564,0.5439049258566448,0.0
2005-10-20,0.0,6.50354,0.21018399219207526,0.1669324075816547,0.4830220126783991,0.0
2005-10-21,0.102244,7.59479,0.20809609810677415,0.1357157414807375,0.3926960112289858,0.0
2005-10-22,0.0,6.032618,0.2052480303956932,0.1215994418613775,0.3518502368674117,0.0
2005-10-23,2.465168,6.203409,0.20532078731255982,0.1233964248397967,0.3570498403929303,0.0
2005-10-24,0.0,8.730298,0.20408886258868444,0.1217662387429641,0.3523328667331137,0.0
2005-10-25,0.819807,9.913185,0.20209117541669705,0.1167064261582595,0.337692205319038,0.0
2005-10-26,1.327109,5.53309,0.19996565257516158,0.1134939735106854,0.3283969140934186,0.0
2005-10-27,0.0,2.73361,0.1987658586597106,0.11311998602757,0.3273147743853298,0.0
2005-10-28,0.963243,12.347314,0.19689251248000741,0.1127397014246156,0.326214413844374,0.0
2005-10-29,0.0,10.992903,0.19472821157220221,0.1076199894072971,0.311400432312781,0.0
2005-10-30,0.0,9.01734,0.19160112557607625,0.10713157864906,0.3099872067391785,0.0
2005-10-31,29.63234,9.890305,0.35456642158112434,4.290846000232591,12.41564236178412,0.0
2005-11-01,0.0,9.30899,0.35243902305163755,0.8479660717475213,2.4536055316768555,0.0
2005-11-02,0.0,9.703174,0.3483257751374126,0.5048232638976202,1.4607154626667254,0.0
2005-11-03,0.0,7.97348,0.3430896751286249,0.3919119118905456,1.1340043746832915,0.0
2005-11-04,25.476762,10.47585,0.47917308132218517,5.405458021255782,15.640792885578076,0.0
2005-11-05,0.0,7.710039,0.47629804283425203,1.31094737060387,3.793250493645457,0.0
2005-11-06,2.593881,11.955179,0.47478897052443275,0.8358399691738327,2.418518429322433,0.0
2005-11-07,0.0,12.421091,0.47194023670128615,0.6147040117910052,1.7786574415248997,0.0
2005-11-08,8.098153,10.038227,0.5018449472146177,0.9282113833697814,2.6857968268801544,0.0
2005-11-09,35.545335,6.68797,0.7034777015313299,13.850565677342956,40.07686827934884,0.0
2005-11-10,0.0,3.716757,0.699256835322142,3.2677947160202336,9.45542452552151,0.0
2005-11-11,0.0,1.217824,0.6950612943102091,1.893587807742474,5.479131388143732,0.0
2005-11-12,2.286786,0.959222,0.6903584917824283,1.3014439032518688,3.765752034872305,0.0
2005-11-13,0.0,5.90896,0.6862163408317337,0.9941971742934186,2.8767279348767896,0.0
2005-11-14,0.0,8.909752,0.6820990427867433,0.877019139624764,2.5376711215994328,0.0
2005-11-15,18.457183,6.226181,0.773085620869868,3.8037527223364975,11.006228941945883,0.0
2005-11-16,0.0,8.923162,0.7684471071446488,1.832416241729824,5.302130329079352,0.0
2005-11-17,2.107457,4.712532,0.7629772059997804,1.252761887299707,3.6248897201959114,0.0
2005-11-18,23.847119,1.226907,0.8961535527637818,6.591461565010661,19.072516102461403,0.0
2005-11-19,0.0,-1.481348,0.8907766314471991,2.4691531235654907,7.144540288094592,0.0
2005-11-20,0.0,1.337621,0.8854319716585158,1.7339203409315296,5.0171306161213245,0.0
2005-11-21,0.0,-3.754861,0.8801193798285648,1.2139091762541376,3.5124686812909074,0.0
2005-11-22,37.668898,-3.229317,0.8748386635495935,13.582906752178587,39.302392222738966,37.668898
2005-11-23,0.0,-3.97057,0.8695896315682959,4.406223365803896,12.74948890568257,37.668898
2005-11-24,0.0,-7.818451,0.8643720937788862,2.591312947968163,7.498012002222694,37.668898
2005-11-25,0.0,-6.102644,0.8591858612162129,2.0178480671850707,5.8386807499568025,37.668898
2005-11-26,0.0,-3.438359,0.8540307460489156,1.516545952725643,4.388153798395958,37.668898
2005-11-27,0.0,-2.407201,0.8489065615726221,1.3127925803049578,3.798589642086105,37.668898
2005-11-28,0.0,6.150813,0.9489314696357067,1.1337709924632833,3.2805873624516297,17.986296399999997
2005-11-29,0.0,4.978099,1.0329577936178924,1.0359519168564546,2.9975460557189084,2.056379599999996
2005-11-30,0.0,2.525371,1.0338715684561852,0.9331999693855764,2.7002313928980795,0.0
2005-12-01,0.0,-0.526827,1.027668339045448,0.8640848938727252,2.5002456419928394,0.0
2005-12-02,0.0,1.370426,1.0215023290111753,0.8249290571407641,2.3869475033008225,0.0
2005-12-03,0.0,-2.339778,1.0153733150371083,0.7837870550557113,2.2679023583787945,0.0
2005-12-04,4.10827,-0.570709,1.0092810751468857,0.8552956120634292,2.4748136923131634,4.10827
2005-12-05,0.0,-1.381575,1.0019916686960044,0.8198556519925049,2.3722675115523866,4.10827
2005-12-06,0.733387,0.952006,1.0047934018838283,0.7420335411989853,2.1470877928211385,1.0618507999999998
2005-12-07,0.0,-8.59612,0.9987646414725253,0.7060610137368073,2.04300061845141,1.0618507999999998
2005-12-08,0.0,-6.551142,0.9927720536236901,0.6687335303912434,1.9349928541413293,1.0618507999999998
2005-12-09,3.94728,-6.566607,0.986815421301948,0.7131379013177153,2.063477723720241,5.009130799999999
2005-12-10,0.0,-9.408523,0.9808945287741364,0.6964687339568343,2.0152451792732475,5.009130799999999
2005-12-11,0.0,-7.924512,0.9750091616014915,0.6220783998872292,1.799995370044066,5.009130799999999
2005-12-12,0.0,-4.658712,0.9691591066318825,0.5994385645951894,1.7344865873703397,5.009130799999999
2005-12-13,0.591498,-5.141795,0.9633441519920913,0.5819702005737781,1.6839415525861638,5.600628799999999
2005-12-14,0.101891,-4.387074,0.9575640870801387,0.5624121910897273,1.6273500899587017,5.702519799999999
2005-12-15,12.40108,-2.422613,0.951818702557658,1.0429533541905125,3.017804844301251,18.103599799999998
2005-12-16,0.0,-3.469537,0.9461077903423121,0.8639424791319783,2.499833562303178,18.103599799999998
2005-12-17,0.0,-1.274473,0.940431143600258,0.67659256633263,1.957733120175434,18.103599799999998
2005-12-18,15.196585,-1.979245,0.9347885567386566,1.935116660329825,5.599295892158059,33.3001848
2005-12-19,0.0,-2.827949,0.9291798253982246,1.1990186380711698,3.469382633307783,33.3001848
2005-12-20,0.0,-3.199314,0.9236047464458353,0.8578639922221143,2.482245347864914,33.3001848
2005-12-21,0.0,-4.829499,0.9180631179671602,0.7849511774903206,2.2712707682011595,33.3001848
2005-12-22,0.0,-1.800347,0.9125547392593573,0.7408708010589748,2.1437233826937927,33.3001848
2005-12-23,4.672809,-1.679379,0.9063447728782212,0.8223423999757173,2.379462962892701,37.9729938
2005-12-24,0.0,-4.169039,0.8993252357203266,0.7759112011967062,2.2451134293886175,37.9729938
2005-12-25,3.57486,-3.372843,0.8935363465149718,0.7569994144375869,2.1903918241828326,41.5478538
2005-12-26,0.0,-5.726637,0.8874100432780582,0.7117768019027793,2.059539357357579,41.5478538
2005-12-27,0.0,-2.683718,0.8820855830183898,0.639098593282057,1.8492436148207667,41.5478538
2005-12-28,0.0,-5.827171,0.8757156935962365,0.6071493878379286,1.7567979972162286,41.5478538
2005-12-29,0.0,-9.361279,0.870461399434659,0.5728002117937336,1.6574080202364978,41.5478538
2005-12-30,0.0,-11.696692,0.8652386310380511,0.5435920197448496,1.5728935756506066,41.5478538
2005-12-31,0.0,-10.36221,0.8600471992518228,0.5168888526855397,1.4956274672613998,41.5478538
2006-01-01,1.016226,-9.685408,0.8548869160563118,0.500813073678259,1.4491119030042217,42.5640798
2006-01-02,0.0,-10.291798,0.849757594559974,0.4812444666022841,1.392489776048276,42.5640798
2006-01-03,0.0,-9.28243,0.8446590489926142,0.4669539978634773,1.3511400401142286,42.5640798
2006-01-04,5.402066,-9.213316,0.8395910946986586,0.5272909267179671,1.5257260611052286,47.9661458
2006-01-05,0.0,-6.839904,0.8345535481304667,0.5528637607661935,1.599721529994773,47.9661458
